"i","User ID","Ensembl Gene ID","Symbol","Gene Type","Species","Chr","Position (Mbp)"
27262,"ENSG00000198795","ENSG00000198795","ZNF521","protein_coding","Human","18",25.061924
27263,"ENSG00000141380","ENSG00000141380","SS18","protein_coding","Human","18",26.016253
27264,"ENSG00000154611","ENSG00000154611","PSMA8","protein_coding","Human","18",26.133852
27265,"ENSG00000141384","ENSG00000141384","TAF4B","protein_coding","Human","18",26.225936
27266,"ENSG00000134504","ENSG00000134504","KCTD1","protein_coding","Human","18",26.45491
27267,"ENSG00000171885","ENSG00000171885","AQP4","protein_coding","Human","18",26.852043
27268,"ENSG00000154080","ENSG00000154080","CHST9","protein_coding","Human","18",26.906481
27269,"ENSG00000170558","ENSG00000170558","CDH2","protein_coding","Human","18",27.950966
27270,"ENSG00000134762","ENSG00000134762","DSC3","protein_coding","Human","18",30.989365
27271,"ENSG00000134755","ENSG00000134755","DSC2","protein_coding","Human","18",31.05884
27272,"ENSG00000134765","ENSG00000134765","DSC1","protein_coding","Human","18",31.129236
27273,"ENSG00000134760","ENSG00000134760","DSG1","protein_coding","Human","18",31.31816
27274,"ENSG00000175065","ENSG00000175065","DSG4","protein_coding","Human","18",31.376777
27275,"ENSG00000134757","ENSG00000134757","DSG3","protein_coding","Human","18",31.447741
27276,"ENSG00000046604","ENSG00000046604","DSG2","protein_coding","Human","18",31.498177
27277,"ENSG00000118271","ENSG00000118271","TTR","protein_coding","Human","18",31.55701
27278,"ENSG00000118276","ENSG00000118276","B4GALT6","protein_coding","Human","18",31.622247
27279,"ENSG00000141437","ENSG00000141437","SLC25A52","protein_coding","Human","18",31.759562
27280,"ENSG00000153339","ENSG00000153339","TRAPPC8","protein_coding","Human","18",31.82918
27281,"ENSG00000101695","ENSG00000101695","RNF125","protein_coding","Human","18",32.018825
27282,"ENSG00000134758","ENSG00000134758","RNF138","protein_coding","Human","18",32.091874
27283,"ENSG00000141441","ENSG00000141441","GAREM1","protein_coding","Human","18",32.124877
27284,"ENSG00000141434","ENSG00000141434","MEP1B","protein_coding","Human","18",32.185069
27285,"ENSG00000197705","ENSG00000197705","KLHL14","protein_coding","Human","18",32.672671
27286,"ENSG00000166960","ENSG00000166960","CCDC178","protein_coding","Human","18",32.937402
27287,"ENSG00000141431","ENSG00000141431","ASXL3","protein_coding","Human","18",33.578219
27288,"ENSG00000101746","ENSG00000101746","NOL4","protein_coding","Human","18",33.8511
27289,"ENSG00000134769","ENSG00000134769","DTNA","protein_coding","Human","18",34.49329
27290,"ENSG00000166974","ENSG00000166974","MAPRE2","protein_coding","Human","18",34.976928
27291,"ENSG00000186812","ENSG00000186812","ZNF397","protein_coding","Human","18",35.24103
27292,"ENSG00000186814","ENSG00000186814","ZSCAN30","protein_coding","Human","18",35.251058
27293,"ENSG00000172466","ENSG00000172466","ZNF24","protein_coding","Human","18",35.332227
27294,"ENSG00000186496","ENSG00000186496","ZNF396","protein_coding","Human","18",35.366694
27295,"ENSG00000267140","ENSG00000267140","","protein_coding","Human","18",35.443871
27296,"ENSG00000153391","ENSG00000153391","INO80C","protein_coding","Human","18",35.45223
27297,"ENSG00000141429","ENSG00000141429","GALNT1","protein_coding","Human","18",35.581117
27298,"ENSG00000141428","ENSG00000141428","C18orf21","protein_coding","Human","18",35.972625
27299,"ENSG00000141425","ENSG00000141425","RPRD1A","protein_coding","Human","18",35.984387
27300,"ENSG00000141424","ENSG00000141424","SLC39A6","protein_coding","Human","18",36.108531
27301,"ENSG00000134759","ENSG00000134759","ELP2","protein_coding","Human","18",36.129444
27302,"ENSG00000075643","ENSG00000075643","MOCOS","protein_coding","Human","18",36.187497
27303,"ENSG00000134775","ENSG00000134775","FHOD3","protein_coding","Human","18",36.297714
27304,"ENSG00000134779","ENSG00000134779","TPGS2","protein_coding","Human","18",36.777647
27305,"ENSG00000150477","ENSG00000150477","KIAA1328","protein_coding","Human","18",36.829106
27306,"ENSG00000101489","ENSG00000101489","CELF4","protein_coding","Human","18",37.24304
27307,"ENSG00000078142","ENSG00000078142","PIK3C3","protein_coding","Human","18",41.955234
27308,"ENSG00000152214","ENSG00000152214","RIT2","protein_coding","Human","18",42.743227
27309,"ENSG00000132872","ENSG00000132872","SYT4","protein_coding","Human","18",43.267892
27310,"ENSG00000152217","ENSG00000152217","SETBP1","protein_coding","Human","18",44.680173
27311,"ENSG00000132874","ENSG00000132874","SLC14A2","protein_coding","Human","18",45.212995
27312,"ENSG00000141469","ENSG00000141469","SLC14A1","protein_coding","Human","18",45.687025
27313,"ENSG00000197046","ENSG00000197046","SIGLEC15","protein_coding","Human","18",45.825512
27314,"ENSG00000152223","ENSG00000152223","EPG5","protein_coding","Human","18",45.847609
27315,"ENSG00000152229","ENSG00000152229","PSTPIP2","protein_coding","Human","18",45.983536
27316,"ENSG00000152234","ENSG00000152234","ATP5F1A","protein_coding","Human","18",46.080248
27317,"ENSG00000152240","ENSG00000152240","HAUS1","protein_coding","Human","18",46.104378
27318,"ENSG00000152242","ENSG00000152242","C18orf25","protein_coding","Human","18",46.173553
27319,"ENSG00000141622","ENSG00000141622","RNF165","protein_coding","Human","18",46.326809
27320,"ENSG00000167210","ENSG00000167210","LOXHD1","protein_coding","Human","18",46.476972
27321,"ENSG00000101638","ENSG00000101638","ST8SIA5","protein_coding","Human","18",46.667821
27322,"ENSG00000078043","ENSG00000078043","PIAS2","protein_coding","Human","18",46.803218
27323,"ENSG00000167216","ENSG00000167216","KATNAL2","protein_coding","Human","18",46.917492
27324,"ENSG00000274744","ENSG00000274744","ELOA3D","protein_coding","Human","18",46.962768
27325,"ENSG00000275553","ENSG00000275553","ELOA3C","protein_coding","Human","18",46.968695
27326,"ENSG00000278674","ENSG00000278674","ELOA3B","protein_coding","Human","18",47.022287
27327,"ENSG00000183791","ENSG00000183791","ELOA3","protein_coding","Human","18",47.028202
27328,"ENSG00000206181","ENSG00000206181","ELOA2","protein_coding","Human","18",47.032572
27329,"ENSG00000167220","ENSG00000167220","HDHD2","protein_coding","Human","18",47.107408
27330,"ENSG00000267228","ENSG00000267228","","protein_coding","Human","18",47.108188
27331,"ENSG00000134049","ENSG00000134049","IER3IP1","protein_coding","Human","18",47.152834
27332,"ENSG00000215474","ENSG00000215474","SKOR2","protein_coding","Human","18",47.206322
27333,"ENSG00000175387","ENSG00000175387","SMAD2","protein_coding","Human","18",47.808957
27334,"ENSG00000184828","ENSG00000184828","ZBTB7C","protein_coding","Human","18",48.026672
27335,"ENSG00000134030","ENSG00000134030","CTIF","protein_coding","Human","18",48.539031
27336,"ENSG00000101665","ENSG00000101665","SMAD7","protein_coding","Human","18",48.919853
27337,"ENSG00000141627","ENSG00000141627","DYM","protein_coding","Human","18",49.041474
27338,"ENSG00000177576","ENSG00000177576","C18orf32","protein_coding","Human","18",49.47725
27339,"ENSG00000215472","ENSG00000215472","RPL17-C18orf32","protein_coding","Human","18",49.481681
27340,"ENSG00000265681","ENSG00000265681","RPL17","protein_coding","Human","18",49.488453
27341,"ENSG00000101670","ENSG00000101670","LIPG","protein_coding","Human","18",49.560699
27342,"ENSG00000167315","ENSG00000167315","ACAA2","protein_coding","Human","18",49.782164
27343,"ENSG00000266997","ENSG00000266997","","protein_coding","Human","18",49.795793
27344,"ENSG00000167306","ENSG00000167306","MYO5B","protein_coding","Human","18",49.822789
27345,"ENSG00000172361","ENSG00000172361","CFAP53","protein_coding","Human","18",50.227193
27346,"ENSG00000141644","ENSG00000141644","MBD1","protein_coding","Human","18",50.266882
27347,"ENSG00000154832","ENSG00000154832","CXXC1","protein_coding","Human","18",50.282343
27348,"ENSG00000154839","ENSG00000154839","SKA1","protein_coding","Human","18",50.37504
27349,"ENSG00000141639","ENSG00000141639","MAPK4","protein_coding","Human","18",50.560087
27350,"ENSG00000134042","ENSG00000134042","MRO","protein_coding","Human","18",50.79512
27351,"ENSG00000082212","ENSG00000082212","ME2","protein_coding","Human","18",50.87908
27352,"ENSG00000141642","ENSG00000141642","ELAC1","protein_coding","Human","18",50.967991
27353,"ENSG00000267699","ENSG00000267699","","protein_coding","Human","18",50.968019
27354,"ENSG00000141646","ENSG00000141646","SMAD4","protein_coding","Human","18",51.028394
27355,"ENSG00000176624","ENSG00000176624","MEX3C","protein_coding","Human","18",51.17455
27356,"ENSG00000187323","ENSG00000187323","DCC","protein_coding","Human","18",52.340197
27357,"ENSG00000134046","ENSG00000134046","MBD2","protein_coding","Human","18",54.151606
27358,"ENSG00000101751","ENSG00000101751","POLI","protein_coding","Human","18",54.269404
27359,"ENSG00000174448","ENSG00000174448","STARD6","protein_coding","Human","18",54.324358
27360,"ENSG00000166845","ENSG00000166845","C18orf54","protein_coding","Human","18",54.357906
27361,"ENSG00000178690","ENSG00000178690","DYNAP","protein_coding","Human","18",54.587757
27362,"ENSG00000041353","ENSG00000041353","RAB27B","protein_coding","Human","18",54.71786
27363,"ENSG00000166510","ENSG00000166510","CCDC68","protein_coding","Human","18",54.901509
27364,"ENSG00000196628","ENSG00000196628","TCF4","protein_coding","Human","18",55.222331
27365,"ENSG00000091164","ENSG00000091164","TXNL1","protein_coding","Human","18",56.597209
27366,"ENSG00000091157","ENSG00000091157","WDR7","protein_coding","Human","18",56.651343
27367,"ENSG00000228075","ENSG00000228075","BOD1L2","protein_coding","Human","18",57.147087
27368,"ENSG00000177511","ENSG00000177511","ST8SIA3","protein_coding","Human","18",57.352557
27369,"ENSG00000119547","ENSG00000119547","ONECUT2","protein_coding","Human","18",57.435374
27370,"ENSG00000066926","ENSG00000066926","FECH","protein_coding","Human","18",57.544389
27371,"ENSG00000134440","ENSG00000134440","NARS","protein_coding","Human","18",57.600656
27372,"ENSG00000081923","ENSG00000081923","ATP8B1","protein_coding","Human","18",57.646426
27373,"ENSG00000049759","ENSG00000049759","NEDD4L","protein_coding","Human","18",58.044226
27374,"ENSG00000198796","ENSG00000198796","ALPK2","protein_coding","Human","18",58.481247
27375,"ENSG00000172175","ENSG00000172175","MALT1","protein_coding","Human","18",58.671386
27376,"ENSG00000074657","ENSG00000074657","ZNF532","protein_coding","Human","18",58.8626
27377,"ENSG00000166562","ENSG00000166562","SEC11C","protein_coding","Human","18",59.139866
27378,"ENSG00000134443","ENSG00000134443","GRP","protein_coding","Human","18",59.220158
27379,"ENSG00000134438","ENSG00000134438","RAX","protein_coding","Human","18",59.267035
27380,"ENSG00000166569","ENSG00000166569","CPLX4","protein_coding","Human","18",59.275156
27381,"ENSG00000074695","ENSG00000074695","LMAN1","protein_coding","Human","18",59.327823
27382,"ENSG00000183287","ENSG00000183287","CCBE1","protein_coding","Human","18",59.430939
27383,"ENSG00000141682","ENSG00000141682","PMAIP1","protein_coding","Human","18",59.899948
27384,"ENSG00000166603","ENSG00000166603","MC4R","protein_coding","Human","18",60.371062
27385,"ENSG00000101542","ENSG00000101542","CDH20","protein_coding","Human","18",61.33343
27386,"ENSG00000176641","ENSG00000176641","RNF152","protein_coding","Human","18",61.808067
27387,"ENSG00000197563","ENSG00000197563","PIGN","protein_coding","Human","18",61.905255
27388,"ENSG00000134444","ENSG00000134444","RELCH","protein_coding","Human","18",62.187255
27389,"ENSG00000141655","ENSG00000141655","TNFRSF11A","protein_coding","Human","18",62.325287
27390,"ENSG00000141664","ENSG00000141664","ZCCHC2","protein_coding","Human","18",62.523007
27391,"ENSG00000081913","ENSG00000081913","PHLPP1","protein_coding","Human","18",62.715541
27392,"ENSG00000171791","ENSG00000171791","BCL2","protein_coding","Human","18",63.123346
27393,"ENSG00000119537","ENSG00000119537","KDSR","protein_coding","Human","18",63.327726
27394,"ENSG00000119541","ENSG00000119541","VPS4B","protein_coding","Human","18",63.38919
27395,"ENSG00000206075","ENSG00000206075","SERPINB5","protein_coding","Human","18",63.476958
27396,"ENSG00000166634","ENSG00000166634","SERPINB12","protein_coding","Human","18",63.55616
27397,"ENSG00000197641","ENSG00000197641","SERPINB13","protein_coding","Human","18",63.586989
27398,"ENSG00000206073","ENSG00000206073","SERPINB4","protein_coding","Human","18",63.637259
27399,"ENSG00000206072","ENSG00000206072","SERPINB11","protein_coding","Human","18",63.647579
27400,"ENSG00000057149","ENSG00000057149","SERPINB3","protein_coding","Human","18",63.655197
27401,"ENSG00000166396","ENSG00000166396","SERPINB7","protein_coding","Human","18",63.752935
27402,"ENSG00000197632","ENSG00000197632","SERPINB2","protein_coding","Human","18",63.871692
27403,"ENSG00000242550","ENSG00000242550","SERPINB10","protein_coding","Human","18",63.897174
27404,"ENSG00000221887","ENSG00000221887","HMSD","protein_coding","Human","18",63.949301
27405,"ENSG00000166401","ENSG00000166401","SERPINB8","protein_coding","Human","18",63.969925
27406,"ENSG00000081138","ENSG00000081138","CDH7","protein_coding","Human","18",65.750252
27407,"ENSG00000071991","ENSG00000071991","CDH19","protein_coding","Human","18",66.501083
27408,"ENSG00000171451","ENSG00000171451","DSEL","protein_coding","Human","18",67.506587
27409,"ENSG00000166479","ENSG00000166479","TMX3","protein_coding","Human","18",68.673688
27410,"ENSG00000150636","ENSG00000150636","CCDC102B","protein_coding","Human","18",68.715209
27411,"ENSG00000206052","ENSG00000206052","DOK6","protein_coding","Human","18",69.400888
27412,"ENSG00000150637","ENSG00000150637","CD226","protein_coding","Human","18",69.831158
27413,"ENSG00000176225","ENSG00000176225","RTTN","protein_coding","Human","18",70.003031
27414,"ENSG00000170677","ENSG00000170677","SOCS6","protein_coding","Human","18",70.289045
27415,"ENSG00000141668","ENSG00000141668","CBLN2","protein_coding","Human","18",72.53668
27416,"ENSG00000166342","ENSG00000166342","NETO1","protein_coding","Human","18",72.742314
27417,"ENSG00000141665","ENSG00000141665","FBXO15","protein_coding","Human","18",74.073353
27418,"ENSG00000075336","ENSG00000075336","TIMM21","protein_coding","Human","18",74.148523
27419,"ENSG00000166347","ENSG00000166347","CYB5A","protein_coding","Human","18",74.250846
27420,"ENSG00000206043","ENSG00000206043","C18orf63","protein_coding","Human","18",74.315813
27421,"ENSG00000187773","ENSG00000187773","DIPK1C","protein_coding","Human","18",74.434099
27422,"ENSG00000133313","ENSG00000133313","CNDP2","protein_coding","Human","18",74.495816
27423,"ENSG00000150656","ENSG00000150656","CNDP1","protein_coding","Human","18",74.5345
27424,"ENSG00000215421","ENSG00000215421","ZNF407","protein_coding","Human","18",74.59787
27425,"ENSG00000180011","ENSG00000180011","ZADH2","protein_coding","Human","18",75.195113
27426,"ENSG00000179981","ENSG00000179981","TSHZ1","protein_coding","Human","18",75.210755
27427,"ENSG00000206026","ENSG00000206026","SMIM21","protein_coding","Human","18",75.409476
27428,"ENSG00000101493","ENSG00000101493","ZNF516","protein_coding","Human","18",76.357682
27429,"ENSG00000130856","ENSG00000130856","ZNF236","protein_coding","Human","18",76.822607
27430,"ENSG00000197971","ENSG00000197971","MBP","protein_coding","Human","18",76.978827
27431,"ENSG00000166573","ENSG00000166573","GALR1","protein_coding","Human","18",77.250549
27432,"ENSG00000256463","ENSG00000256463","SALL3","protein_coding","Human","18",78.980275
27433,"ENSG00000166377","ENSG00000166377","ATP9B","protein_coding","Human","18",79.069285
27434,"ENSG00000131196","ENSG00000131196","NFATC1","protein_coding","Human","18",79.395856
27435,"ENSG00000060069","ENSG00000060069","CTDP1","protein_coding","Human","18",79.679801
27436,"ENSG00000178342","ENSG00000178342","KCNG2","protein_coding","Human","18",79.863668
27437,"ENSG00000122490","ENSG00000122490","PQLC1","protein_coding","Human","18",79.90242
27438,"ENSG00000226742","ENSG00000226742","HSBP1L1","protein_coding","Human","18",79.964582
27439,"ENSG00000141759","ENSG00000141759","TXNL4A","protein_coding","Human","18",79.970813
27440,"ENSG00000267127","ENSG00000267127","","protein_coding","Human","18",80.034346
27441,"ENSG00000101546","ENSG00000101546","RBFA","protein_coding","Human","18",80.034389
27442,"ENSG00000101544","ENSG00000101544","ADNP2","protein_coding","Human","18",80.109262
27443,"ENSG00000178184","ENSG00000178184","PARD6G","protein_coding","Human","18",80.157232
27444,"ENSG00000176695","ENSG00000176695","OR4F17","protein_coding","Human","19",0.107104
27445,"ENSG00000141934","ENSG00000141934","PLPP2","protein_coding","Human","19",0.28104
27446,"ENSG00000105556","ENSG00000105556","MIER2","protein_coding","Human","19",0.301444
27447,"ENSG00000105549","ENSG00000105549","THEG","protein_coding","Human","19",0.361747
27448,"ENSG00000183186","ENSG00000183186","C2CD4C","protein_coding","Human","19",0.405445
27449,"ENSG00000129946","ENSG00000129946","SHC2","protein_coding","Human","19",0.416583
27450,"ENSG00000181781","ENSG00000181781","ODF3L2","protein_coding","Human","19",0.463346
27451,"ENSG00000099866","ENSG00000099866","MADCAM1","protein_coding","Human","19",0.489176
27452,"ENSG00000141933","ENSG00000141933","TPGS1","protein_coding","Human","19",0.507497
27453,"ENSG00000099804","ENSG00000099804","CDC34","protein_coding","Human","19",0.53176
27454,"ENSG00000197540","ENSG00000197540","GZMM","protein_coding","Human","19",0.544034
27455,"ENSG00000172270","ENSG00000172270","BSG","protein_coding","Human","19",0.571277
27456,"ENSG00000099822","ENSG00000099822","HCN2","protein_coding","Human","19",0.589881
27457,"ENSG00000099821","ENSG00000099821","POLRMT","protein_coding","Human","19",0.617221
27458,"ENSG00000070388","ENSG00000070388","FGF22","protein_coding","Human","19",0.639879
27459,"ENSG00000070423","ENSG00000070423","","protein_coding","Human","19",0.647526
27460,"ENSG00000070404","ENSG00000070404","FSTL3","protein_coding","Human","19",0.676392
27461,"ENSG00000185198","ENSG00000185198","PRSS57","protein_coding","Human","19",0.685546
27462,"ENSG00000099864","ENSG00000099864","PALM","protein_coding","Human","19",0.708935
27463,"ENSG00000099812","ENSG00000099812","MISP","protein_coding","Human","19",0.751112
27464,"ENSG00000011304","ENSG00000011304","PTBP1","protein_coding","Human","19",0.797075
27465,"ENSG00000129951","ENSG00000129951","PLPPR3","protein_coding","Human","19",0.812488
27466,"ENSG00000172232","ENSG00000172232","AZU1","protein_coding","Human","19",0.825097
27467,"ENSG00000196415","ENSG00000196415","PRTN3","protein_coding","Human","19",0.840999
27468,"ENSG00000197561","ENSG00000197561","ELANE","protein_coding","Human","19",0.851014
27469,"ENSG00000197766","ENSG00000197766","CFD","protein_coding","Human","19",0.859643
27470,"ENSG00000175221","ENSG00000175221","MED16","protein_coding","Human","19",0.86763
27471,"ENSG00000198858","ENSG00000198858","R3HDM4","protein_coding","Human","19",0.896503
27472,"ENSG00000116014","ENSG00000116014","KISS1R","protein_coding","Human","19",0.917287
27473,"ENSG00000116017","ENSG00000116017","ARID3A","protein_coding","Human","19",0.925781
27474,"ENSG00000065268","ENSG00000065268","WDR18","protein_coding","Human","19",0.984271
27475,"ENSG00000116032","ENSG00000116032","GRIN3B","protein_coding","Human","19",1.000419
27476,"ENSG00000182087","ENSG00000182087","TMEM259","protein_coding","Human","19",1.009648
27477,"ENSG00000064666","ENSG00000064666","CNN2","protein_coding","Human","19",1.026586
27478,"ENSG00000064687","ENSG00000064687","ABCA7","protein_coding","Human","19",1.040101
27479,"ENSG00000180448","ENSG00000180448","ARHGAP45","protein_coding","Human","19",1.065923
27480,"ENSG00000099817","ENSG00000099817","POLR2E","protein_coding","Human","19",1.086574
27481,"ENSG00000167468","ENSG00000167468","GPX4","protein_coding","Human","19",1.103926
27482,"ENSG00000064932","ENSG00000064932","SBNO2","protein_coding","Human","19",1.107637
27483,"ENSG00000118046","ENSG00000118046","STK11","protein_coding","Human","19",1.177558
27484,"ENSG00000099625","ENSG00000099625","CBARP","protein_coding","Human","19",1.228287
27485,"ENSG00000099624","ENSG00000099624","ATP5F1D","protein_coding","Human","19",1.241746
27486,"ENSG00000167470","ENSG00000167470","MIDN","protein_coding","Human","19",1.248553
27487,"ENSG00000099622","ENSG00000099622","CIRBP","protein_coding","Human","19",1.259384
27488,"ENSG00000228300","ENSG00000228300","C19orf24","protein_coding","Human","19",1.27553
27489,"ENSG00000099617","ENSG00000099617","EFNA2","protein_coding","Human","19",1.285873
27490,"ENSG00000160953","ENSG00000160953","PWWP3A","protein_coding","Human","19",1.354711
27491,"ENSG00000115286","ENSG00000115286","NDUFS7","protein_coding","Human","19",1.383527
27492,"ENSG00000130005","ENSG00000130005","GAMT","protein_coding","Human","19",1.397026
27493,"ENSG00000071626","ENSG00000071626","DAZAP1","protein_coding","Human","19",1.407569
27494,"ENSG00000115268","ENSG00000115268","RPS15","protein_coding","Human","19",1.438358
27495,"ENSG00000115266","ENSG00000115266","APC2","protein_coding","Human","19",1.446302
27496,"ENSG00000119559","ENSG00000119559","C19orf25","protein_coding","Human","19",1.461143
27497,"ENSG00000115257","ENSG00000115257","PCSK4","protein_coding","Human","19",1.481428
27498,"ENSG00000115255","ENSG00000115255","REEP6","protein_coding","Human","19",1.491166
27499,"ENSG00000185761","ENSG00000185761","ADAMTSL5","protein_coding","Human","19",1.505022
27500,"ENSG00000185988","ENSG00000185988","PLK5","protein_coding","Human","19",1.524074
27501,"ENSG00000181588","ENSG00000181588","MEX3D","protein_coding","Human","19",1.554669
27502,"ENSG00000071655","ENSG00000071655","MBD3","protein_coding","Human","19",1.573596
27503,"ENSG00000267059","ENSG00000267059","","protein_coding","Human","19",1.578339
27504,"ENSG00000127540","ENSG00000127540","UQCR11","protein_coding","Human","19",1.597169
27505,"ENSG00000071564","ENSG00000071564","TCF3","protein_coding","Human","19",1.609284
27506,"ENSG00000205922","ENSG00000205922","","protein_coding","Human","19",1.752373
27507,"ENSG00000130270","ENSG00000130270","ATP8B3","protein_coding","Human","19",1.782075
27508,"ENSG00000079313","ENSG00000079313","REXO1","protein_coding","Human","19",1.815248
27509,"ENSG00000129911","ENSG00000129911","KLF16","protein_coding","Human","19",1.852399
27510,"ENSG00000129968","ENSG00000129968","ABHD17A","protein_coding","Human","19",1.87681
27511,"ENSG00000227500","ENSG00000227500","SCAMP4","protein_coding","Human","19",1.905372
27512,"ENSG00000213638","ENSG00000213638","ADAT3","protein_coding","Human","19",1.905399
27513,"ENSG00000133275","ENSG00000133275","CSNK1G2","protein_coding","Human","19",1.941172
27514,"ENSG00000133243","ENSG00000133243","BTBD2","protein_coding","Human","19",1.985438
27515,"ENSG00000099875","ENSG00000099875","MKNK2","protein_coding","Human","19",2.037465
27516,"ENSG00000172081","ENSG00000172081","MOB3A","protein_coding","Human","19",2.071036
27517,"ENSG00000099840","ENSG00000099840","IZUMO4","protein_coding","Human","19",2.096429
27518,"ENSG00000065000","ENSG00000065000","AP3D1","protein_coding","Human","19",2.100988
27519,"ENSG00000104885","ENSG00000104885","DOT1L","protein_coding","Human","19",2.163933
27520,"ENSG00000104886","ENSG00000104886","PLEKHJ1","protein_coding","Human","19",2.230084
27521,"ENSG00000104897","ENSG00000104897","SF3A2","protein_coding","Human","19",2.236824
27522,"ENSG00000104899","ENSG00000104899","AMH","protein_coding","Human","19",2.249309
27523,"ENSG00000167476","ENSG00000167476","JSRP1","protein_coding","Human","19",2.252252
27524,"ENSG00000104904","ENSG00000104904","OAZ1","protein_coding","Human","19",2.269509
27525,"ENSG00000273734","ENSG00000273734","","protein_coding","Human","19",2.269525
27526,"ENSG00000188305","ENSG00000188305","PEAK3","protein_coding","Human","19",2.274631
27527,"ENSG00000220008","ENSG00000220008","LINGO3","protein_coding","Human","19",2.289784
27528,"ENSG00000130332","ENSG00000130332","LSM7","protein_coding","Human","19",2.32152
27529,"ENSG00000005206","ENSG00000005206","SPPL2B","protein_coding","Human","19",2.328615
27530,"ENSG00000178297","ENSG00000178297","TMPRSS9","protein_coding","Human","19",2.360238
27531,"ENSG00000099800","ENSG00000099800","TIMM13","protein_coding","Human","19",2.425625
27532,"ENSG00000176619","ENSG00000176619","LMNB2","protein_coding","Human","19",2.427638
27533,"ENSG00000099860","ENSG00000099860","GADD45B","protein_coding","Human","19",2.476122
27534,"ENSG00000176533","ENSG00000176533","GNG7","protein_coding","Human","19",2.511219
27535,"ENSG00000176490","ENSG00000176490","DIRAS1","protein_coding","Human","19",2.714567
27536,"ENSG00000267001","ENSG00000267001","","protein_coding","Human","19",2.717769
27537,"ENSG00000141873","ENSG00000141873","SLC39A3","protein_coding","Human","19",2.732204
27538,"ENSG00000104969","ENSG00000104969","SGTA","protein_coding","Human","19",2.754715
27539,"ENSG00000172009","ENSG00000172009","THOP1","protein_coding","Human","19",2.785503
27540,"ENSG00000172006","ENSG00000172006","ZNF554","protein_coding","Human","19",2.819874
27541,"ENSG00000186300","ENSG00000186300","ZNF555","protein_coding","Human","19",2.841437
27542,"ENSG00000172000","ENSG00000172000","ZNF556","protein_coding","Human","19",2.867335
27543,"ENSG00000171970","ENSG00000171970","ZNF57","protein_coding","Human","19",2.900898
27544,"ENSG00000175691","ENSG00000175691","ZNF77","protein_coding","Human","19",2.933218
27545,"ENSG00000104953","ENSG00000104953","TLE6","protein_coding","Human","19",2.977538
27546,"ENSG00000065717","ENSG00000065717","TLE2","protein_coding","Human","19",2.997639
27547,"ENSG00000104964","ENSG00000104964","AES","protein_coding","Human","19",3.05291
27548,"ENSG00000088256","ENSG00000088256","GNA11","protein_coding","Human","19",3.094362
27549,"ENSG00000060558","ENSG00000060558","GNA15","protein_coding","Human","19",3.136193
27550,"ENSG00000125910","ENSG00000125910","S1PR4","protein_coding","Human","19",3.172346
27551,"ENSG00000125912","ENSG00000125912","NCLN","protein_coding","Human","19",3.185563
27552,"ENSG00000161082","ENSG00000161082","CELF5","protein_coding","Human","19",3.224661
27553,"ENSG00000141905","ENSG00000141905","NFIC","protein_coding","Human","19",3.314403
27554,"ENSG00000095932","ENSG00000095932","SMIM24","protein_coding","Human","19",3.473986
27555,"ENSG00000129932","ENSG00000129932","DOHH","protein_coding","Human","19",3.490822
27556,"ENSG00000105325","ENSG00000105325","FZR1","protein_coding","Human","19",3.506273
27557,"ENSG00000161091","ENSG00000161091","MFSD12","protein_coding","Human","19",3.538261
27558,"ENSG00000183397","ENSG00000183397","C19orf71","protein_coding","Human","19",3.539154
27559,"ENSG00000064961","ENSG00000064961","HMG20B","protein_coding","Human","19",3.572777
27560,"ENSG00000179855","ENSG00000179855","GIPC3","protein_coding","Human","19",3.585478
27561,"ENSG00000006638","ENSG00000006638","TBXA2R","protein_coding","Human","19",3.594506
27562,"ENSG00000105298","ENSG00000105298","CACTIN","protein_coding","Human","19",3.610645
27563,"ENSG00000186111","ENSG00000186111","PIP5K1C","protein_coding","Human","19",3.630183
27564,"ENSG00000105289","ENSG00000105289","TJP3","protein_coding","Human","19",3.708362
27565,"ENSG00000011132","ENSG00000011132","APBA3","protein_coding","Human","19",3.750772
27566,"ENSG00000183617","ENSG00000183617","MRPL54","protein_coding","Human","19",3.762682
27567,"ENSG00000173976","ENSG00000173976","RAX2","protein_coding","Human","19",3.769089
27568,"ENSG00000007264","ENSG00000007264","MATK","protein_coding","Human","19",3.77797
27569,"ENSG00000105278","ENSG00000105278","ZFR2","protein_coding","Human","19",3.804024
27570,"ENSG00000167654","ENSG00000167654","ATCAY","protein_coding","Human","19",3.879864
27571,"ENSG00000077009","ENSG00000077009","NMRK2","protein_coding","Human","19",3.933103
27572,"ENSG00000167657","ENSG00000167657","DAPK3","protein_coding","Human","19",3.958453
27573,"ENSG00000167658","ENSG00000167658","EEF2","protein_coding","Human","19",3.976056
27574,"ENSG00000105229","ENSG00000105229","PIAS4","protein_coding","Human","19",4.007736
27575,"ENSG00000178951","ENSG00000178951","ZBTB7A","protein_coding","Human","19",4.043303
27576,"ENSG00000126934","ENSG00000126934","MAP2K2","protein_coding","Human","19",4.090321
27577,"ENSG00000060566","ENSG00000060566","CREB3L3","protein_coding","Human","19",4.153631
27578,"ENSG00000077463","ENSG00000077463","SIRT6","protein_coding","Human","19",4.174109
27579,"ENSG00000089847","ENSG00000089847","ANKRD24","protein_coding","Human","19",4.183354
27580,"ENSG00000105246","ENSG00000105246","EBI3","protein_coding","Human","19",4.229523
